gender,sleep_hours,doom_scrolling_time,productive_screen_time,study_hours,medical_issue,drug_addiction,math_score,physics_score,chemistry_score,biology_score,english_score,performance
female,6.9,3.4,7.0,3.4,no,no,94,40,99,98,26,Nice
female,7.7,2.7,5.5,2.7,no,no,13,43,74,100,30,Decent
female,7.3,2.7,1.5,1.1,no,no,35,16,79,16,97,Just Pass
female,8.6,1.4,2.9,4.0,no,no,67,37,24,100,35,Decent
male,7.7,4.9,6.5,5.1,no,no,72,83,100,64,65,Nice
male,5.7,3.2,4.3,4.7,no,no,69,49,30,28,41,Just Pass
female,10.3,2.7,1.7,2.5,no,no,72,71,5,68,88,Decent
male,7.3,1.5,2.4,3.7,no,no,100,61,63,42,100,Nice
female,6.8,0.3,5.4,6.3,no,no,65,40,97,30,40,Decent
male,8.4,5.6,6.0,5.1,no,no,65,59,81,17,70,Decent
male,7.4,4.1,4.0,1.4,no,no,68,74,32,41,80,Decent
male,7.6,0.0,9.0,0.0,no,no,72,42,88,95,95,Nice
female,10.7,4.5,5.6,3.6,no,no,45,71,91,38,51,Decent
male,6.6,4.8,3.5,4.6,no,no,69,26,68,83,29,Decent
female,6.5,3.2,2.4,0.8,no,no,63,11,36,3,36,Worst
male,7.2,6.2,2.1,3.0,no,no,54,32,57,35,71,Just Pass
male,8.6,3.4,4.7,2.5,no,no,26,44,92,18,100,Decent
male,4.7,0.2,3.0,3.2,no,no,62,88,100,98,67,Good
male,4.1,3.7,7.3,1.9,no,no,91,49,6,99,22,Decent
male,6.1,3.5,6.9,5.6,no,no,100,26,30,50,22,Just Pass
female,4.5,1.8,5.3,3.3,no,no,86,74,11,100,100,Nice
female,6.4,4.1,1.6,1.2,no,no,64,41,44,70,43,Decent
male,7.8,0.0,2.7,4.8,no,no,33,51,61,18,89,Decent
male,5.7,5.0,6.5,0.5,no,no,43,78,52,46,64,Decent
male,4.9,1.2,2.9,5.6,no,no,28,32,85,100,100,Decent
male,7.1,1.0,6.2,5.0,no,no,100,100,57,74,47,Nice
female,8.3,2.8,4.9,5.8,no,no,46,50,37,71,61,Decent
male,4.5,3.9,4.1,2.7,no,no,78,48,41,46,93,Decent
female,8.2,3.3,2.6,2.0,no,no,82,93,1,40,59,Decent
male,8.2,1.5,3.8,3.2,no,no,100,87,93,13,18,Decent
female,8.4,2.0,4.4,2.8,no,no,85,17,48,72,29,Decent
male,8.8,0.7,6.1,1.7,no,no,68,69,74,88,35,Decent
male,10.3,2.6,2.2,1.9,no,no,61,33,34,81,100,Decent
female,6.5,5.2,3.5,2.3,no,no,31,49,60,61,21,Just Pass
male,7.2,3.0,4.1,0.7,no,no,17,74,54,34,86,Decent
male,6.4,4.7,5.3,4.4,no,no,22,58,29,11,16,Worst
male,7.0,5.9,2.2,2.9,no,no,15,4,59,86,15,Just Pass
female,9.3,1.8,1.4,2.4,no,no,97,56,14,46,91,Decent
male,5.0,2.6,5.3,0.8,no,no,19,5,51,63,92,Just Pass
male,5.7,7.3,1.0,0.7,no,no,57,19,56,4,2,Worst
female,9.1,5.9,6.6,6.9,no,no,33,62,69,29,37,Just Pass
female,8.5,0.0,3.7,1.7,no,no,100,74,84,18,63,Decent
female,6.5,3.8,0.9,4.2,no,no,40,54,31,83,9,Just Pass
male,8.3,3.0,3.0,3.3,no,no,47,21,10,70,100,Just Pass
male,7.5,4.7,4.8,0.0,no,no,35,88,0,57,31,Just Pass
male,9.3,1.5,2.9,6.6,no,no,100,85,46,100,68,Nice
female,7.1,1.3,4.0,4.4,no,no,36,46,55,30,25,Just Pass
male,8.5,1.6,5.5,1.5,no,no,91,100,61,25,11,Decent
male,11.0,1.9,3.6,2.9,no,no,74,97,84,27,55,Decent
female,7.9,4.6,2.1,0.7,no,no,15,7,76,35,5,Worst
female,7.1,0.6,3.4,6.7,no,no,29,88,92,100,86,Nice
female,8.1,1.8,6.8,1.2,no,no,86,65,55,97,88,Nice
female,6.5,0.0,7.4,2.0,no,no,38,36,43,76,20,Just Pass
female,10.6,5.0,0.0,1.5,no,no,80,15,34,57,53,Just Pass
male,7.3,5.5,6.2,3.2,no,no,17,61,32,94,86,Decent
female,6.6,2.3,4.5,5.7,no,no,79,50,80,80,61,Decent
male,5.7,2.4,5.8,6.6,no,no,91,100,100,44,100,Good
male,8.6,3.9,2.9,2.2,no,no,66,10,52,71,12,Just Pass
female,8.3,5.9,0.5,3.8,no,no,28,88,1,73,29,Just Pass
female,6.3,3.8,5.2,3.2,no,no,94,91,100,70,30,Nice
female,7.9,1.6,2.1,1.0,no,no,78,75,31,29,100,Decent
male,4.7,0.0,1.2,7.8,no,no,75,50,100,63,53,Decent
female,7.3,0.8,1.4,5.7,no,no,77,88,98,64,55,Nice
female,7.7,3.1,5.2,3.4,no,no,66,53,51,24,94,Decent
female,9.6,1.7,4.3,6.2,yes,no,99,68,10,50,97,Decent
female,5.8,3.4,5.6,5.4,yes,no,90,32,95,17,94,Decent
female,5.1,1.9,5.3,3.2,no,no,35,95,77,61,67,Decent
male,5.7,0.9,3.2,3.7,no,no,39,17,37,18,79,Just Pass
male,5.0,0.6,3.9,6.0,no,no,100,91,75,100,56,Good
male,9.0,6.1,3.0,1.1,no,yes,0,49,30,0,27,Worst
female,9.3,4.8,3.6,6.3,no,no,100,76,34,58,42,Decent
female,7.5,6.5,2.1,2.5,no,no,58,13,3,0,68,Worst
female,8.8,4.1,4.8,6.0,no,no,19,42,40,33,44,Just Pass
male,7.2,2.1,6.2,3.0,no,no,46,64,17,82,100,Decent
female,6.9,5.6,2.4,3.7,no,no,47,32,6,11,14,Worst
female,6.5,2.9,6.6,2.9,no,no,94,11,26,73,68,Decent
female,6.5,3.4,4.2,1.9,yes,no,20,0,3,0,40,Worst
male,4.7,2.9,4.5,2.5,no,no,36,81,29,51,31,Just Pass
female,7.4,0.0,0.6,5.8,no,no,100,26,100,90,20,Decent
male,6.9,6.2,0.4,0.0,no,no,0,77,42,77,0,Just Pass
female,8.1,4.0,4.3,0.5,no,no,52,41,39,46,93,Decent
male,7.1,3.7,5.6,1.5,no,no,53,78,59,87,97,Nice
male,6.8,2.9,2.7,0.8,no,no,4,11,0,79,10,Worst
male,5.7,3.3,7.3,6.0,yes,no,13,97,94,34,42,Decent
female,7.1,1.8,5.5,5.5,no,no,58,23,73,100,66,Decent
female,8.1,4.2,2.2,4.2,no,no,18,9,50,69,52,Just Pass
male,5.3,0.4,4.1,1.7,yes,no,42,0,89,5,24,Worst
male,7.1,3.4,9.0,5.7,no,no,82,32,95,100,100,Good
female,7.3,4.1,1.5,0.0,no,no,61,40,25,9,82,Just Pass
female,5.9,2.6,5.1,7.3,no,no,77,100,100,70,24,Nice
male,6.1,3.7,3.4,1.6,no,no,37,28,85,46,65,Decent
female,7.3,1.0,5.4,2.5,no,no,25,87,100,75,20,Decent
female,5.3,1.1,6.5,2.1,no,no,37,90,22,79,72,Decent
female,7.5,3.5,3.2,0.9,no,no,39,88,93,21,84,Decent
female,5.7,4.4,6.2,6.9,no,no,100,33,73,54,83,Decent
male,8.6,0.0,8.4,4.6,no,no,46,39,93,40,72,Decent
female,10.5,4.0,4.1,5.4,no,no,53,24,33,24,100,Just Pass
female,5.7,1.9,5.6,0.6,no,no,78,40,19,87,79,Decent
male,7.8,2.6,2.8,3.4,no,no,77,55,14,82,31,Decent
male,5.9,0.3,4.0,4.0,no,no,100,63,59,61,55,Decent
female,8.6,1.3,3.6,3.5,no,no,31,37,34,21,87,Just Pass
female,5.1,4.9,5.6,0.7,no,no,0,60,6,42,0,Worst
female,7.7,3.1,6.4,5.2,no,yes,24,25,87,21,0,Worst
female,5.7,2.2,3.8,3.2,no,no,23,45,82,86,94,Decent
male,6.7,2.8,7.1,1.1,no,no,60,16,57,15,10,Worst
male,5.5,4.0,7.1,0.0,no,no,89,59,74,45,67,Decent
male,8.2,3.9,5.7,4.2,no,no,79,76,72,70,42,Decent
female,5.7,2.8,3.0,7.9,no,no,34,96,38,100,100,Nice
female,7.8,5.2,2.8,1.0,no,no,5,84,57,2,78,Just Pass
female,6.5,4.9,2.4,3.3,no,no,92,77,69,12,96,Decent
female,6.8,3.8,5.9,5.2,no,no,62,37,37,100,23,Decent
male,7.2,3.1,1.6,0.5,no,no,88,19,28,36,38,Just Pass
male,5.9,4.3,5.4,2.0,no,no,76,94,41,77,60,Decent
female,7.3,3.6,1.8,1.3,no,no,96,76,57,75,88,Nice
male,9.3,5.1,5.6,5.0,no,no,97,88,22,41,36,Decent
female,5.8,4.8,4.0,5.7,no,no,52,82,85,32,18,Decent
female,8.8,1.0,6.7,3.3,no,no,92,43,51,44,37,Decent
male,9.2,0.8,6.3,1.3,no,no,58,95,80,87,60,Nice
female,5.8,1.6,6.9,2.1,no,no,35,26,100,96,80,Decent
female,4.8,5.0,6.9,1.7,no,no,26,37,88,71,71,Decent
male,7.5,0.0,4.3,1.0,yes,no,33,28,67,38,1,Just Pass
female,6.2,3.8,1.7,2.8,no,no,12,57,20,27,77,Just Pass
female,9.8,3.7,1.9,4.1,no,no,22,51,78,47,71,Decent
male,7.1,5.3,0.0,4.0,yes,no,33,28,46,74,23,Just Pass
female,5.8,3.4,1.8,3.0,no,no,98,58,80,89,60,Nice
male,5.3,0.3,4.1,3.1,no,no,71,55,100,46,90,Nice
female,8.6,1.1,2.9,2.8,no,no,50,34,41,42,36,Just Pass
male,6.1,0.6,3.6,0.4,no,no,29,71,69,82,99,Decent
male,7.1,1.9,5.0,3.3,no,no,31,91,39,54,25,Just Pass
male,8.4,2.6,3.4,1.8,no,no,69,51,38,61,94,Decent
female,6.3,0.7,1.8,0.3,no,no,85,65,53,43,75,Decent
male,6.9,5.9,3.9,3.7,yes,no,26,40,30,11,53,Worst
male,7.0,0.3,2.2,1.8,no,yes,37,0,42,0,0,Worst
male,8.0,5.7,3.5,3.5,no,no,71,43,76,14,92,Decent
male,7.9,5.4,6.7,4.7,no,no,15,10,70,11,39,Worst
male,6.7,4.8,3.5,1.1,no,no,31,62,92,24,70,Decent
female,7.1,1.6,7.5,3.2,no,no,88,66,89,33,100,Nice
female,6.4,3.7,6.9,0.0,no,no,69,13,99,26,25,Just Pass
female,4.8,0.4,2.8,6.1,no,no,25,74,94,27,100,Decent
female,7.4,4.8,1.8,0.3,no,no,14,80,41,25,52,Just Pass
female,9.8,2.9,3.9,2.0,no,no,71,38,45,55,69,Decent
female,5.7,2.2,6.3,5.7,no,no,48,100,94,100,100,Good
female,5.8,0.6,3.0,2.5,no,no,91,100,78,44,62,Nice
male,5.7,0.0,5.8,0.6,no,no,12,88,76,13,54,Just Pass
female,8.1,0.9,6.4,4.4,no,no,39,100,92,56,83,Nice
male,7.7,5.2,2.5,4.4,no,no,31,44,90,84,58,Decent
male,6.8,2.2,2.6,1.7,no,no,95,43,25,37,9,Just Pass
female,5.6,2.7,5.4,2.0,no,no,86,100,63,36,25,Decent
male,7.1,4.3,4.3,2.1,no,no,90,38,62,93,3,Decent
male,4.7,6.6,2.6,2.6,no,no,38,3,23,23,4,Worst
male,7.2,5.7,3.3,0.0,no,no,72,5,88,87,62,Decent
male,8.3,1.1,3.9,2.6,no,no,95,81,88,93,10,Nice
female,5.1,0.0,0.9,6.6,no,no,60,59,53,89,51,Decent
female,4.7,7.7,5.5,1.2,no,no,90,10,26,50,35,Just Pass
female,9.4,7.5,3.0,1.8,no,no,76,72,62,13,84,Decent
female,6.1,3.4,0.0,0.6,no,no,90,41,0,66,25,Just Pass
female,8.7,0.5,4.0,4.2,no,no,100,73,63,51,95,Nice
female,6.8,4.9,2.5,5.4,no,no,84,22,41,55,47,Just Pass
female,6.8,2.8,7.4,5.4,no,no,100,39,100,30,29,Decent
female,7.7,2.8,2.8,0.5,no,no,39,10,77,27,7,Worst
female,5.7,4.8,1.8,4.0,no,no,80,53,35,54,45,Decent
female,7.2,3.7,5.0,5.9,no,no,36,92,100,61,20,Decent
male,6.4,0.6,2.7,4.0,no,no,87,87,100,48,71,Nice
female,5.0,2.4,2.4,4.0,no,no,87,35,64,56,58,Decent
male,7.5,4.3,5.0,2.1,no,no,74,88,18,77,73,Decent
male,6.6,4.0,1.9,3.4,no,yes,62,0,55,23,0,Worst
male,6.8,3.5,1.1,5.5,no,no,50,20,40,59,68,Just Pass
male,5.2,4.9,7.5,3.7,yes,no,49,79,47,65,12,Decent
female,9.4,2.3,5.2,0.5,no,no,4,27,7,87,75,Just Pass
male,8.3,3.4,3.5,2.1,no,yes,0,48,28,30,8,Worst
female,8.4,0.0,4.0,5.4,no,no,86,22,60,100,83,Decent
female,6.5,2.1,5.0,3.6,no,no,69,22,81,48,100,Decent
male,4.4,4.5,5.9,3.2,no,no,23,64,8,29,52,Just Pass
female,9.9,2.2,2.5,1.9,no,no,27,21,65,72,22,Just Pass
male,6.9,2.1,4.7,5.4,no,no,52,20,95,35,100,Decent
male,5.9,0.9,3.0,6.3,no,no,92,67,22,100,56,Decent
female,7.6,5.0,3.6,5.5,no,no,69,42,83,47,82,Decent
female,8.8,4.1,4.3,5.9,no,no,19,93,26,82,45,Decent
male,7.0,4.7,4.0,2.3,no,no,76,82,70,58,30,Decent
female,8.9,0.0,5.5,2.0,no,no,40,75,59,19,78,Decent
female,8.6,2.7,5.0,2.7,no,no,75,37,63,78,23,Decent
female,5.4,2.4,1.0,3.1,no,no,16,50,37,83,90,Decent
male,6.0,2.4,1.3,5.9,no,no,100,83,37,100,51,Nice
male,8.4,1.8,3.3,5.3,no,no,24,22,23,57,17,Worst
female,2.9,2.3,7.7,4.1,no,no,83,42,95,59,39,Decent
female,6.8,4.7,2.3,0.1,no,no,46,74,53,79,70,Decent
female,4.9,0.0,3.6,0.0,no,no,13,45,100,31,90,Decent
female,6.3,6.6,2.9,3.5,no,no,0,60,83,16,54,Just Pass
female,6.6,4.0,2.9,4.8,no,no,44,17,94,21,37,Just Pass
male,6.5,2.9,4.4,2.8,no,no,87,84,66,100,59,Nice
female,6.2,4.8,6.8,6.8,no,no,22,28,26,45,100,Just Pass
male,5.4,0.1,4.9,0.8,no,no,79,95,100,84,40,Nice
female,10.4,1.7,2.4,0.6,no,no,66,11,12,45,39,Just Pass
male,9.8,2.8,9.5,1.7,no,no,38,100,63,36,65,Decent
female,5.3,5.7,4.2,1.6,no,no,3,32,81,87,84,Decent
male,9.4,2.9,2.8,4.1,no,no,100,71,56,55,67,Decent
female,6.4,3.9,6.8,2.2,no,no,37,91,23,63,27,Just Pass
male,7.2,1.8,3.1,0.0,no,no,11,1,37,22,8,Worst
male,6.9,4.0,7.3,4.8,no,no,83,41,100,47,24,Decent
male,6.0,6.4,2.3,0.0,no,no,8,77,86,61,82,Decent
male,8.5,5.0,6.9,0.9,no,no,47,38,71,34,82,Decent
male,7.2,2.8,4.4,0.0,yes,no,0,54,72,34,60,Just Pass
male,6.3,4.4,6.6,3.4,no,no,100,23,13,20,58,Just Pass
female,5.0,4.2,7.8,3.4,no,no,55,78,38,96,78,Decent
male,5.7,4.0,1.7,6.8,no,no,100,19,48,85,24,Decent
female,4.5,5.2,6.6,4.8,no,no,47,80,10,85,71,Decent
female,7.0,5.2,1.2,5.9,no,no,40,38,43,23,87,Just Pass
female,5.2,2.7,1.9,3.6,no,no,97,52,15,55,12,Just Pass
female,6.6,4.3,2.4,1.0,no,no,27,11,46,0,24,Worst
female,9.1,2.2,5.0,3.3,no,no,54,73,11,42,22,Just Pass
male,8.8,1.2,4.1,4.2,no,no,22,48,42,49,41,Just Pass
male,7.0,2.5,3.7,4.4,yes,no,92,35,83,88,74,Nice
male,6.9,2.8,4.3,2.1,no,no,13,70,26,100,38,Just Pass
female,9.8,0.0,5.2,4.0,no,no,96,36,25,80,87,Decent
male,7.8,4.7,5.3,1.1,no,no,52,84,23,50,76,Decent
male,6.5,0.0,6.2,0.9,no,no,18,85,94,56,93,Decent
male,4.9,8.4,7.6,0.8,no,no,0,49,50,0,79,Just Pass
male,7.6,6.0,4.0,3.0,no,no,93,12,58,80,59,Decent
male,8.2,2.5,3.0,0.6,no,no,74,68,0,67,28,Just Pass
female,6.1,3.0,5.2,2.2,no,no,74,7,53,70,21,Just Pass
male,7.4,3.6,1.7,4.8,no,no,50,87,33,87,57,Decent
female,6.5,1.8,2.6,0.9,no,no,25,32,35,94,12,Just Pass
female,6.7,3.4,6.0,2.0,no,no,73,17,65,44,97,Decent
female,3.3,2.7,3.8,3.1,no,no,61,17,88,43,45,Decent
female,6.7,2.8,1.6,3.5,no,no,77,100,23,100,92,Nice
female,8.5,3.4,1.0,2.0,no,no,35,76,75,65,69,Decent
male,6.1,0.4,4.1,4.6,no,no,100,41,22,100,100,Nice
male,7.1,3.1,6.3,4.2,no,no,20,100,46,36,100,Decent
male,5.9,3.3,6.3,5.3,no,yes,0,6,13,23,0,Worst
female,7.5,3.3,4.2,2.8,no,no,97,79,97,45,78,Nice
male,6.7,2.6,8.0,2.0,no,no,75,76,28,42,33,Decent
male,5.6,5.3,3.8,1.6,no,no,29,79,54,85,95,Decent
female,9.0,2.3,3.7,3.6,no,no,86,48,26,61,87,Decent
female,8.4,3.5,0.0,2.2,no,no,42,37,44,92,0,Just Pass
female,6.1,5.6,3.1,1.9,no,no,0,58,37,28,88,Just Pass
female,7.7,2.8,5.7,2.1,no,no,72,46,11,10,36,Just Pass
male,7.8,3.4,7.1,1.6,no,no,30,10,88,19,47,Just Pass
female,8.0,2.8,2.3,3.4,no,no,17,78,84,27,67,Decent
female,4.5,5.5,4.9,0.2,no,no,14,56,19,55,83,Just Pass
male,8.5,2.5,6.1,3.6,no,no,60,55,74,31,100,Decent
male,6.1,5.6,4.0,4.4,no,no,9,35,41,43,61,Just Pass
female,6.5,2.8,0.0,1.8,no,no,86,30,74,77,29,Decent
male,11.0,1.3,4.5,6.8,no,no,78,97,92,35,50,Decent
female,7.5,4.4,5.5,3.0,no,no,35,78,15,14,42,Just Pass
female,6.4,2.4,2.1,0.0,no,no,65,78,81,50,15,Decent
male,3.7,4.2,3.5,2.4,no,no,76,72,13,65,62,Decent
male,9.1,0.0,1.7,3.1,no,no,72,86,28,100,63,Decent
female,5.0,3.0,0.0,3.9,no,yes,0,4,52,45,56,Worst
female,5.5,2.1,6.1,2.5,no,no,22,21,29,100,20,Just Pass
female,6.5,0.9,4.0,1.0,no,no,91,82,18,30,45,Decent
male,9.1,1.9,7.2,0.8,no,no,31,17,41,42,31,Worst
female,8.2,1.9,5.7,1.7,no,no,10,100,91,91,61,Decent
female,6.8,2.9,3.3,1.9,no,no,67,90,20,84,49,Decent
female,7.5,0.3,3.8,0.7,no,no,22,60,40,73,51,Just Pass
female,6.1,3.6,5.1,1.5,no,no,100,38,31,53,34,Decent
female,7.2,5.7,5.9,4.3,no,no,93,59,42,8,79,Decent
male,7.1,3.6,4.6,6.3,no,no,76,89,87,44,64,Nice
female,8.5,4.6,6.2,4.5,no,no,94,86,51,26,31,Decent
female,8.5,5.2,3.4,5.6,no,no,55,15,83,13,62,Just Pass
female,7.7,5.5,2.0,4.9,no,no,81,83,67,80,62,Nice
female,6.5,6.7,3.9,4.7,no,no,67,67,39,16,5,Just Pass
male,8.1,2.0,4.4,2.3,yes,no,0,0,36,28,13,Worst
male,6.9,1.6,1.6,3.3,no,no,100,39,78,100,32,Decent
male,5.4,4.6,1.3,2.2,no,no,83,48,50,37,21,Just Pass
female,6.4,4.4,4.9,2.6,no,no,99,22,90,18,27,Decent
female,7.1,4.6,3.2,3.1,no,no,75,17,95,70,29,Decent
male,8.4,6.8,3.7,4.4,no,no,42,2,72,81,27,Just Pass
male,6.7,3.0,3.3,3.8,no,no,28,99,100,35,96,Nice
male,5.2,3.9,7.0,2.7,no,no,25,13,67,88,39,Just Pass
female,7.1,1.0,6.5,3.1,no,no,30,52,19,43,50,Just Pass
female,7.2,7.3,1.5,3.9,no,no,17,15,45,64,21,Worst
male,7.3,2.3,2.9,4.3,no,no,66,85,34,23,100,Decent
male,8.4,2.4,5.7,0.0,no,no,70,72,35,44,55,Decent
male,8.5,2.3,5.2,0.8,no,no,35,84,53,56,65,Decent
female,6.1,1.7,3.9,5.2,no,no,71,78,46,89,90,Nice
female,6.1,1.5,1.7,2.9,no,no,41,66,37,72,40,Decent
female,5.4,2.0,2.6,2.2,no,no,74,45,45,90,100,Decent
male,8.0,0.3,3.0,2.5,no,no,100,74,39,29,26,Decent
male,9.2,1.4,4.6,2.5,no,no,78,21,26,76,55,Decent
female,6.5,6.9,7.4,4.1,no,no,11,74,82,18,20,Just Pass
male,6.6,4.5,2.6,0.8,no,no,42,5,34,42,74,Just Pass
female,9.2,4.9,1.9,3.0,no,no,76,85,82,51,9,Decent
male,7.8,5.4,3.8,3.5,no,no,56,52,90,4,57,Decent
male,7.7,6.7,6.1,3.8,no,no,98,56,78,10,13,Decent
male,5.2,0.0,1.1,3.4,no,no,16,69,50,94,56,Decent
male,8.0,0.5,6.9,4.0,no,no,50,98,93,49,49,Decent
female,5.6,1.4,3.7,1.9,yes,no,14,39,7,26,82,Just Pass
male,5.3,2.1,2.5,1.1,no,no,77,43,67,65,6,Decent
female,6.5,2.4,0.8,7.9,no,no,70,46,58,40,82,Decent
female,6.1,2.1,5.4,2.4,no,no,23,22,75,29,79,Just Pass
female,6.7,3.4,3.7,2.6,no,no,32,23,79,46,92,Decent
male,4.8,3.1,4.3,4.4,no,no,63,11,67,16,98,Decent
female,8.4,1.6,2.2,6.2,no,no,100,100,81,100,100,Excellent
female,8.7,0.0,3.4,1.9,no,no,46,86,31,100,35,Decent
female,4.1,1.0,3.0,1.0,no,no,16,22,60,45,28,Just Pass
male,8.5,1.9,3.8,0.5,no,no,51,2,48,22,41,Worst
male,5.8,2.5,2.7,6.2,no,no,47,65,58,63,69,Decent
female,8.3,0.7,0.9,0.9,no,no,58,43,43,11,38,Just Pass
male,6.9,2.0,9.5,2.9,no,no,63,94,48,56,91,Decent
female,7.0,0.7,1.3,1.0,no,no,71,43,33,10,3,Worst
female,6.7,2.7,4.4,0.1,no,no,91,86,69,70,1,Decent
male,8.8,0.9,0.5,2.4,no,no,25,14,60,32,76,Just Pass
female,5.1,1.3,0.0,1.1,no,no,82,36,2,52,88,Decent
male,7.9,0.4,4.2,1.6,no,no,100,100,14,11,87,Decent
male,8.7,2.7,4.3,7.0,no,no,57,21,77,72,31,Decent
female,8.1,1.3,6.5,3.8,no,no,28,56,100,17,100,Decent
male,10.5,4.8,4.8,4.9,no,no,91,34,13,100,61,Decent
male,6.2,3.8,3.7,4.6,no,no,79,62,59,59,83,Decent
female,8.4,2.9,2.1,2.8,no,no,25,31,89,14,24,Just Pass
female,6.8,1.4,7.0,2.1,no,no,57,99,13,47,67,Decent
male,8.9,3.8,5.9,3.5,no,no,66,100,36,13,42,Decent
male,7.0,4.4,1.5,3.3,no,no,17,85,92,54,98,Decent
female,6.4,3.3,4.1,1.9,no,no,74,42,11,15,50,Just Pass
male,9.0,6.2,4.3,3.3,no,no,68,98,60,47,75,Decent
male,6.3,3.9,3.3,1.6,yes,no,73,58,35,15,45,Just Pass
male,4.9,4.8,5.5,2.7,no,no,59,38,18,79,12,Just Pass
male,6.2,3.3,5.7,2.3,no,no,64,16,11,55,61,Just Pass
male,7.9,4.4,3.6,0.5,no,no,56,61,45,79,49,Decent
male,9.1,1.4,3.4,0.0,yes,no,13,58,59,80,57,Decent
male,7.2,2.1,7.0,1.1,no,no,83,20,25,100,40,Decent
female,9.0,3.7,5.9,6.6,no,no,85,73,88,45,100,Nice
female,5.0,3.7,4.1,2.4,no,no,87,100,58,80,66,Nice
female,6.3,4.0,0.7,4.6,no,no,80,36,39,47,7,Just Pass
female,6.6,5.2,4.7,0.0,no,no,57,24,60,36,64,Just Pass
female,6.8,0.2,5.4,1.0,no,no,26,100,29,96,100,Decent
male,7.1,1.1,0.0,0.3,no,no,89,9,43,12,66,Just Pass
male,8.0,3.5,4.5,2.6,no,no,41,98,59,52,42,Decent
male,6.3,1.6,3.2,7.8,no,no,100,100,69,83,83,Good
male,7.2,9.8,3.6,3.9,no,no,32,31,31,0,9,Worst
female,6.9,4.0,2.2,6.4,no,no,26,20,86,98,72,Decent
male,5.6,2.8,3.7,2.5,no,no,94,7,71,37,56,Decent
male,6.8,2.0,6.8,5.7,no,no,100,59,85,87,24,Nice
female,6.8,2.0,3.1,7.1,no,no,98,90,100,100,52,Good
male,6.8,3.1,5.9,2.8,no,no,17,57,100,80,28,Decent
male,7.0,3.2,2.4,1.9,no,no,88,74,57,89,40,Decent
female,7.1,2.1,5.5,0.4,no,no,63,71,38,10,28,Just Pass
male,6.4,2.5,4.0,2.4,no,no,53,63,83,55,89,Decent
male,8.9,5.7,4.7,3.2,no,no,93,98,16,58,71,Decent
male,5.2,5.8,4.0,7.1,no,no,78,84,63,80,86,Nice
male,5.9,3.5,5.3,0.4,no,no,13,91,52,11,36,Just Pass
male,11.2,0.3,0.0,3.1,no,no,59,32,100,73,8,Decent
female,5.4,4.1,1.2,0.0,no,no,54,62,90,5,12,Just Pass
female,5.0,6.1,4.8,2.1,no,no,87,57,77,4,73,Decent
female,8.1,5.7,0.0,3.6,no,no,23,88,43,42,56,Decent
female,3.9,4.5,2.9,4.0,no,no,79,51,54,60,53,Decent
female,6.6,5.8,3.9,4.2,no,no,82,30,34,98,31,Decent
female,10.2,3.1,2.3,3.8,no,no,19,45,89,76,14,Just Pass
male,4.7,4.3,2.6,4.2,no,no,5,25,78,63,82,Decent
female,4.0,1.6,4.5,3.1,yes,no,51,14,70,14,0,Worst
female,4.8,3.6,6.0,0.9,no,no,79,48,14,16,6,Worst
male,8.3,5.7,2.1,0.0,yes,no,28,62,12,33,2,Worst
male,8.7,1.8,2.8,1.9,no,no,86,24,58,27,62,Decent
female,6.2,1.3,2.5,2.7,no,no,70,36,20,78,100,Decent
male,8.0,3.2,0.0,5.5,no,no,73,93,44,19,17,Just Pass
female,9.1,2.5,4.3,2.8,no,no,10,41,16,41,55,Worst
male,9.7,4.3,5.9,2.6,no,yes,0,76,75,57,40,Just Pass
female,6.6,2.1,6.0,3.8,no,no,87,41,90,98,97,Good
male,3.5,6.4,2.3,2.5,no,no,64,32,50,22,56,Just Pass
male,5.8,0.4,1.5,4.6,no,no,69,24,35,35,95,Decent
female,6.4,5.5,4.0,7.0,no,no,72,100,46,100,65,Nice
female,6.6,1.5,5.7,7.4,no,no,88,100,41,100,70,Nice
female,6.7,0.0,4.3,3.2,no,no,26,97,69,96,77,Nice
female,8.7,3.5,4.6,3.7,no,no,75,24,91,31,99,Decent
female,8.9,2.5,6.3,6.2,no,no,68,100,22,63,76,Decent
male,6.7,0.8,2.5,2.7,no,no,69,100,19,15,69,Decent
female,8.6,0.0,3.6,4.4,yes,no,59,46,25,13,36,Just Pass
female,7.5,3.0,7.3,0.7,no,no,81,73,76,27,64,Decent
male,7.1,5.0,3.6,2.4,no,no,31,99,89,30,62,Decent
male,8.4,4.2,1.5,5.3,no,no,44,47,82,100,82,Nice
female,7.1,3.1,2.7,1.6,no,no,40,12,53,43,58,Just Pass
male,10.1,4.0,2.1,2.7,no,no,77,87,11,70,20,Decent
male,4.8,2.9,4.7,0.0,no,no,42,46,74,89,57,Decent
female,6.2,0.1,2.2,7.0,no,no,41,100,34,48,53,Decent
male,6.8,0.2,4.5,5.5,no,no,100,77,56,36,30,Decent
male,7.7,2.6,2.5,3.4,no,no,56,9,37,31,89,Just Pass
female,8.9,2.7,0.0,4.0,no,no,15,54,40,93,11,Just Pass
female,7.0,4.7,4.6,3.8,no,no,73,77,38,72,69,Decent
male,4.9,4.5,4.3,5.8,no,no,85,14,88,57,100,Decent
male,8.3,4.2,5.0,2.0,yes,no,38,29,5,70,0,Worst
female,8.1,2.4,2.7,4.5,no,no,75,26,95,34,33,Decent
